index,Notice Type,Posted Date/Time,Notice Effective Date/Time,Notice End Date/Time,Notice Identifier,Subject,Response Date/Time,unit
138,Capacity Constraint,08/12/2022 03:03:00 PM,08/13/2022 09:00:00 AM,08/14/2022 09:00:00 AM,123846,TE Pipeline Conditions for 8/13/2022,,TE
139,Capacity Constraint,08/11/2022 02:48:00 PM,08/12/2022 09:00:00 AM,08/13/2022 09:00:00 AM,123810,TE Pipeline Conditions for 8/12/2022,,TE
140,Capacity Constraint,08/10/2022 03:05:00 PM,08/11/2022 09:00:00 AM,08/12/2022 09:00:00 AM,123774,TE Pipeline Conditions for 8/11/2022,,TE
141,Capacity Constraint,08/09/2022 03:01:00 PM,08/10/2022 09:00:00 AM,08/11/2022 09:00:00 AM,123730,TE Pipeline Conditions for 8/10/2022,,TE
142,Capacity Constraint,08/08/2022 03:15:00 PM,08/09/2022 09:00:00 AM,08/10/2022 09:00:00 AM,123715,TE Pipeline Conditions for 8/9/2022,,TE
143,Operational Flow Order,08/08/2022 03:00:00 PM,08/10/2022 09:00:00 AM,11/06/2022 09:54:13 AM,123690,TE M2-30 & M3 OFO - LIFTED EFF 9AM 8/10,,TE
144,Capacity Constraint,08/07/2022 03:16:10 PM,08/08/2022 09:00:00 AM,08/09/2022 09:00:00 AM,123685,TE Pipeline Conditions for 8/8/2022,,TE
145,Capacity Constraint,08/06/2022 03:51:32 PM,08/07/2022 09:00:00 AM,08/08/2022 09:00:00 AM,123657,TE Pipeline Conditions for 8/7/2022,,TE
146,Capacity Constraint,08/05/2022 03:42:53 PM,08/06/2022 09:00:00 AM,08/07/2022 09:00:00 AM,123628,TE Pipeline Conditions for 8/6/2022,,TE
147,Capacity Constraint,08/04/2022 03:06:27 PM,08/05/2022 09:00:00 AM,08/06/2022 09:00:00 AM,123593,TE Pipeline Conditions for 8/5/2022,,TE
148,Capacity Constraint,08/03/2022 04:45:44 PM,08/04/2022 09:00:00 AM,08/05/2022 09:00:00 AM,123566,TE Pipeline Conditions for 8/4/2022 -- INTRADAY,,TE
149,Capacity Constraint,08/03/2022 03:45:00 PM,08/04/2022 09:00:00 AM,08/05/2022 09:00:00 AM,123559,TE Pipeline Conditions for 8/4/2022,,TE
0,Capacity Constraint,10/31/2022 03:49:00 PM,11/01/2022 09:00:00 AM,11/02/2022 09:00:00 AM,126907,VCP Pipeline Conditions for 11/1/2022,,VCP
1,Capacity Constraint,10/30/2022 02:30:00 PM,10/31/2022 09:00:00 AM,11/01/2022 09:00:00 AM,126844,VCP Pipeline Conditions for 10/31/2022,,VCP
2,Capacity Constraint,10/29/2022 02:30:00 PM,10/30/2022 09:00:00 AM,10/31/2022 09:00:00 AM,126814,VCP Pipeline Conditions for 10/30/2022,,VCP
3,Capacity Constraint,10/28/2022 03:09:00 PM,10/29/2022 09:00:00 AM,10/30/2022 09:00:00 AM,126800,VCP Pipeline Conditions for 10/29/2022,,VCP
4,Capacity Constraint,10/27/2022 02:43:00 PM,10/28/2022 09:00:00 AM,10/29/2022 09:00:00 AM,126749,VCP Pipeline Conditions for 10/28/2022,,VCP
5,Capacity Constraint,10/26/2022 02:08:03 PM,10/27/2022 09:00:00 AM,10/28/2022 09:00:00 AM,126695,VCP Pipeline Conditions for 10/27/2022,,VCP
6,Capacity Constraint,10/25/2022 03:22:17 PM,10/26/2022 09:00:00 AM,10/27/2022 09:00:00 AM,126666,VCP Pipeline Conditions for 10/26/2022,,VCP
7,Capacity Constraint,10/24/2022 03:06:00 PM,10/25/2022 09:00:00 AM,10/26/2022 09:00:00 AM,126628,VCP Pipeline Conditions for 10/25/2022,,VCP
8,Capacity Constraint,10/23/2022 04:28:21 PM,10/23/2022 04:28:21 PM,11/01/2022 09:00:00 AM,126593,VCP Brownsville to End of Line Cleaning & ILI Tool Runs -- COMPLETE,,VCP
9,Capacity Constraint,10/23/2022 03:20:13 PM,10/24/2022 09:00:00 AM,10/25/2022 09:00:00 AM,126580,VCP Pipeline Conditions for 10/24/2022,,VCP
10,Capacity Constraint,10/22/2022 01:52:11 PM,10/23/2022 09:00:00 AM,10/24/2022 09:00:00 AM,126527,VCP Pipeline Conditions for 10/23/2022,,VCP
11,Capacity Constraint,10/21/2022 02:27:01 PM,10/22/2022 09:00:00 AM,10/23/2022 09:00:00 AM,126500,VCP Pipeline Conditions for 10/22/2022,,VCP
12,Capacity Constraint,10/20/2022 03:58:07 PM,10/21/2022 09:00:00 AM,10/22/2022 09:00:00 AM,126477,VCP Pipeline Conditions for 10/21/2022,,VCP
13,Capacity Constraint,10/19/2022 04:16:00 PM,10/20/2022 09:00:00 AM,10/21/2022 09:00:00 AM,126439,VCP Pipeline Conditions for 10/20/2022,,VCP
14,Capacity Constraint,10/19/2022 01:36:01 PM,10/20/2022 09:00:00 AM,01/17/2023 09:00:00 AM,126413,VCP Gas Quality Notification - UPDATE,,VCP
15,Capacity Constraint,10/19/2022 07:02:00 AM,10/20/2022 09:00:00 AM,01/17/2023 09:00:00 AM,126407,VCP Gas Quality Notification,,VCP
16,Computer System Status,10/14/2022 10:04:50 AM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,126223,Reminder: LINK System Maintenance this weekend (October 14 to October 17),,VCP
17,Computer System Status,10/06/2022 02:28:06 PM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,125886,LINK System Maintenance the weekend of October 14th,,VCP
18,Computer System Status,10/04/2022 07:49:45 AM,10/05/2022 05:00:00 AM,10/05/2022 10:00:00 AM,125785,"Reminder - Application Maintenance on Wednesday October 5, 2022",,VCP
19,Computer System Status,09/27/2022 01:36:32 PM,09/27/2022 01:36:32 PM,12/26/2022 01:36:32 PM,125513,"LINK Application Maintenance Postponed until October 5, 2022",,VCP
20,Computer System Status,09/26/2022 03:38:32 PM,09/26/2022 03:38:32 PM,12/25/2022 03:38:32 PM,125485,"Reminder about Application Maintenance on Wednesday September 28, 2022",,VCP
21,Computer System Status,09/12/2022 07:11:29 AM,09/12/2022 07:11:29 AM,12/11/2022 07:11:29 AM,124951,"Changes to LINK System Maintenance for the week of September 12, 2022",,VCP
22,Computer System Status,09/01/2022 08:45:25 AM,09/01/2022 08:45:25 AM,11/30/2022 08:45:25 AM,124570,Application Maintenance on September 14,,VCP
23,Computer System Status,08/23/2022 08:25:51 AM,08/23/2022 08:25:51 AM,11/21/2022 08:25:51 AM,124231,Implementation of Texas Railroad Commission Curtailment Rule,,VCP
24,Computer System Status,08/18/2022 07:14:34 AM,08/18/2022 07:14:34 AM,11/16/2022 07:14:34 AM,124075,LINK System Maintenance the weekend of September 16th,,VCP
25,Force Majeure,08/08/2022 07:03:10 AM,08/08/2022 07:03:10 AM,11/06/2022 07:03:10 AM,123686,Brownsville Compressor Station Force Majeure -- LIFTED,,VCP
26,Force Majeure,08/04/2022 10:24:28 AM,08/04/2022 10:24:28 AM,11/02/2022 10:24:28 AM,123569,Brownsville Compressor Station Force Majeure,,VCP
